1	0	1	2017-07-31 23:10:12	837255	6	4+1+1=6	小,双	0	0.00	0.00	1	0.00	1	1
2	0	1	2017-07-31 23:15:03	837256	14	4+7+3=14	大,双	0	0.00	0.00	1	0.00	4	1
3	0	1	2017-07-31 23:20:12	837257	17	6+9+2=17	大,单	0	0.00	0.00	1	0.00	3	1
4	0	1	2017-07-31 23:25:12	837258	22	5+8+9=22	大,双	0	0.00	0.00	1	0.00	2	1
5	0	1	2017-07-31 23:30:18	837259	1	1+0+0=1	小,单	0	0.00	0.00	1	0.00	2	1
6	0	2	2017-07-31 23:17:22	2170779	4	2+0+2=4	小,双	0	0.00	0.00	1	0.00	2	1
7	0	2	2017-07-31 23:20:49	2170780	12	1+2+9=12	小,双	0	0.00	0.00	1	0.00	1	1
8	0	2	2017-07-31 23:24:18	2170781	11	6+4+1=11	小,单	0	0.00	0.00	1	0.00	3	1
9	0	2	2017-07-31 23:27:43	2170782	20	5+7+8=20	大,双	0	0.00	0.00	1	0.00	3	1
10	0	2	2017-07-31 23:31:23	2170783	12	3+1+8=12	小,双	0	0.00	0.00	1	0.00	1	1
11	0	2	2017-07-31 23:34:52	2170784	11	3+1+7=11	小,单	0	0.00	0.00	1	0.00	3	1
12	0	1	2017-07-31 23:35:09	837260	20	8+7+5=20	大,双	0	0.00	0.00	1	0.00	3	1
13	0	2	2017-07-31 23:38:20	2170785	23	5+9+9=23	大,单	0	0.00	0.00	1	0.00	3	1
14	0	1	2017-07-31 23:40:19	837261	13	3+2+8=13	小,单	0	0.00	0.00	1	0.00	4	1
15	0	2	2017-07-31 23:41:56	2170786	15	3+8+4=15	大,单	0	0.00	0.00	1	0.00	1	1
16	0	1	2017-07-31 23:45:09	837262	14	2+5+7=14	大,双	0	0.00	0.00	1	0.00	4	1
17	0	2	2017-07-31 23:45:24	2170787	7	4+3+0=7	小,单	0	0.00	0.00	1	0.00	2	1
18	0	2	2017-07-31 23:48:51	2170788	14	4+3+7=14	大,双	0	0.00	0.00	1	0.00	4	1
19	0	1	2017-07-31 23:50:10	837263	18	6+7+5=18	大,双	0	0.00	0.00	1	0.00	1	1
20	0	2	2017-07-31 23:52:21	2170789	13	5+3+5=13	小,单	0	0.00	0.00	1	0.00	4	1
21	0	1	2017-07-31 23:55:10	837264	21	3+9+9=21	大,单	0	0.00	0.00	1	0.00	1	1
22	0	2	2017-07-31 23:55:47	2170790	10	1+7+2=10	小,双	0	0.00	0.00	1	0.00	2	1
23	0	2	2017-07-31 23:59:18	2170791	3	3+0+0=3	小,单	0	0.00	0.00	1	0.00	1	1
24	0	2	2017-08-01 00:02:54	2170792	16	9+4+3=16	大,双	0	0.00	0.00	1	0.00	2	1
25	0	2	2017-08-01 00:06:24	2170793	18	8+6+4=18	大,双	0	0.00	0.00	1	0.00	1	1
26	0	2	2017-08-01 00:09:57	2170794	19	9+9+1=19	大,单	0	0.00	0.00	1	0.00	2	1
27	0	2	2017-08-01 00:13:24	2170795	7	0+7+0=7	小,单	0	0.00	0.00	1	0.00	2	1
28	0	2	2017-08-01 00:16:52	2170796	24	9+9+6=24	大,双	0	0.00	0.00	1	0.00	1	1
29	0	2	2017-08-01 00:20:19	2170797	23	9+9+5=23	大,单	0	0.00	0.00	1	0.00	3	1
30	0	2	2017-08-01 00:23:46	2170798	17	6+5+6=17	大,单	0	0.00	0.00	1	0.00	3	1
31	0	2	2017-08-01 00:27:13	2170799	8	0+7+1=8	小,双	0	0.00	0.00	1	0.00	3	1
32	0	2	2017-08-01 00:30:41	2170800	21	3+9+9=21	大,单	0	0.00	0.00	1	0.00	1	1
33	0	2	2017-08-01 00:34:25	2170801	6	0+6+0=6	小,双	0	0.00	0.00	1	0.00	1	1
34	0	2	2017-08-01 00:37:53	2170802	7	2+4+1=7	小,单	0	0.00	0.00	1	0.00	2	1
35	0	2	2017-08-01 00:41:23	2170803	13	6+2+5=13	小,单	0	0.00	0.00	1	0.00	4	1
36	0	2	2017-08-01 00:44:50	2170804	9	9+0+0=9	小,单	0	0.00	0.00	1	0.00	1	1
37	0	2	2017-08-01 00:48:20	2170805	15	6+6+3=15	大,单	0	0.00	0.00	1	0.00	1	1
38	0	2	2017-08-01 00:51:47	2170806	11	3+8+0=11	小,单	0	0.00	0.00	1	0.00	3	1
39	0	2	2017-08-01 00:55:15	2170807	6	1+0+5=6	小,双	0	0.00	0.00	1	0.00	1	1
40	0	2	2017-08-01 00:58:50	2170808	6	4+2+0=6	小,双	0	0.00	0.00	1	0.00	1	1
41	0	2	2017-08-01 01:02:26	2170809	17	2+6+9=17	大,单	0	0.00	0.00	1	0.00	3	1
42	0	2	2017-08-01 01:05:54	2170810	22	9+8+5=22	大,双	0	0.00	0.00	1	0.00	2	1
43	0	2	2017-08-01 01:09:21	2170811	19	6+9+4=19	大,单	0	0.00	0.00	1	0.00	2	1
44	0	2	2017-08-01 01:12:54	2170812	17	5+9+3=17	大,单	0	0.00	0.00	1	0.00	3	1
45	0	2	2017-08-01 01:16:21	2170813	19	6+5+8=19	大,单	0	0.00	0.00	1	0.00	2	1
46	0	2	2017-08-01 01:19:47	2170814	14	8+0+6=14	大,双	0	0.00	0.00	1	0.00	4	1
47	0	2	2017-08-01 01:23:15	2170815	8	1+4+3=8	小,双	0	0.00	0.00	1	0.00	3	1
48	0	2	2017-08-01 01:26:42	2170816	16	8+1+7=16	大,双	0	0.00	0.00	1	0.00	2	1
49	0	2	2017-08-01 01:30:21	2170817	9	4+4+1=9	小,单	0	0.00	0.00	1	0.00	1	1
50	0	2	2017-08-01 01:33:48	2170818	4	1+2+1=4	小,双	0	0.00	0.00	1	0.00	2	1
51	0	2	2017-08-01 01:37:25	2170819	21	8+4+9=21	大,单	0	0.00	0.00	1	0.00	1	1
52	0	2	2017-08-01 01:40:52	2170820	14	7+5+2=14	大,双	0	0.00	0.00	1	0.00	4	1
53	0	2	2017-08-01 01:44:19	2170821	12	1+6+5=12	小,双	0	0.00	0.00	1	0.00	1	1
54	0	2	2017-08-01 01:47:51	2170822	13	5+6+2=13	小,单	0	0.00	0.00	1	0.00	4	1
55	0	2	2017-08-01 01:51:14	2170823	20	8+9+3=20	大,双	0	0.00	0.00	1	0.00	3	1
56	0	2	2017-08-01 01:54:48	2170824	10	0+9+1=10	小,双	0	0.00	0.00	1	0.00	2	1
57	0	2	2017-08-01 01:58:26	2170825	7	1+6+0=7	小,单	0	0.00	0.00	1	0.00	2	1
58	0	2	2017-08-01 02:01:57	2170826	14	7+5+2=14	大,双	0	0.00	0.00	1	0.00	4	1
